State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Bihar,Supaul,Okra (Ladies finger),Kg / Pcs, 38, 44 , 48,46 , 63
Bihar,Supaul,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Bihar,Supaul,Onion Small,Kg / Pcs, 128, 147 , 163,154 , 211
Bihar,Supaul,Plantain (raw banana),Kg / Pcs, 6, 7 , 8,7 , 10
Bihar,Supaul,Potato,Kg / Pcs, 28, 32 , 36,34 , 46
Bihar,Supaul,Pumpkin,Kg / Pcs, 21, 24 , 27,25 , 35
Bihar,Supaul,Radish (Daikon),Kg / Pcs, 34, 39 , 43,41 , 56
Bihar,Supaul,Ridge gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Bihar,Supaul,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Bihar,Supaul,Snake gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Bihar,Supaul,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Bihar,Supaul,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Bihar,Supaul,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Bihar,Supaul,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Chandigarh,Chandigarh,Amaranth leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Chandigarh,Chandigarh,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Chandigarh,Chandigarh,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Chandigarh,Chandigarh,Baby corn,Kg / Pcs, 63, 72 , 80,76 , 104
Chandigarh,Chandigarh,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Chandigarh,Chandigarh,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Chandigarh,Chandigarh,Bell Pepper (Capsicum),Kg / Pcs, 48, 55 , 61,58 , 79
Chandigarh,Chandigarh,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Chandigarh,Chandigarh,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Chandigarh,Chandigarh,Butter beans,Kg / Pcs, 47, 54 , 60,56 , 78
Chandigarh,Chandigarh,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 49, 56 , 62,59 , 81
Chandigarh,Chandigarh,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Chandigarh,Chandigarh,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Chandigarh,Chandigarh,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Chandigarh,Chandigarh,Cluster beans,Kg / Pcs, 40, 46 , 51,48 , 66
Chandigarh,Chandigarh,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Chandigarh,Chandigarh,Colocasia leaves (Taro leaves),Kg / Pcs, 15, 17 , 19,18 , 25
Chandigarh,Chandigarh,Colocasia roots (Taro roots),Kg / Pcs, 29, 33 , 37,35 , 48
Chandigarh,Chandigarh,Coriander leaves (Cilantro),Kg / Pcs, 8, 9 , 10,10 , 13
Chandigarh,Chandigarh,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Chandigarh,Chandigarh,Cucumber,Kg / Pcs, 26, 30 , 33,31 , 43
Chandigarh,Chandigarh,Curry leaves,Kg / Pcs, 28, 32 , 36,34 , 46
Chandigarh,Chandigarh,Dill leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Chandigarh,Chandigarh,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Chandigarh,Chandigarh,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Chandigarh,Chandigarh,Brinjal ( Big ),Kg / Pcs, 24, 28 , 30,29 , 40
Chandigarh,Chandigarh,Elephant Yam,Kg / Pcs, 28, 32 , 36,34 , 46
Chandigarh,Chandigarh,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Chandigarh,Chandigarh,French Beans (Green beans),Kg / Pcs, 60, 69 , 76,72 , 99
Chandigarh,Chandigarh,Garlic,Kg / Pcs, 150, 173 , 191,180 , 248
Chandigarh,Chandigarh,Ginger,Kg / Pcs, 109, 125 , 138,131 , 180
Chandigarh,Chandigarh,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Chandigarh,Chandigarh,Green onion (Scallian or Spring onion),Kg / Pcs, 46, 53 , 58,55 , 76
Chandigarh,Chandigarh,Green peas,Kg / Pcs, 78, 90 , 99,94 , 129
Chandigarh,Chandigarh,Ivy gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Chandigarh,Chandigarh,Lemon (Lime),Kg / Pcs, 65, 75 , 83,78 , 107
Chandigarh,Chandigarh,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Chandigarh,Chandigarh,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Chandigarh,Chandigarh,Mushroom,Kg / Pcs, 89, 102 , 113,107 , 147
Chandigarh,Chandigarh,Mustard leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Chandigarh,Chandigarh,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Chandigarh,Chandigarh,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Chandigarh,Chandigarh,Onion Small,Kg / Pcs, 136, 156 , 173,163 , 224
Chandigarh,Chandigarh,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Chandigarh,Chandigarh,Potato,Kg / Pcs, 32, 37 , 41,38 , 53
Chandigarh,Chandigarh,Pumpkin,Kg / Pcs, 19, 22 , 24,23 , 31
Chandigarh,Chandigarh,Radish (Daikon),Kg / Pcs, 35, 40 , 44,42 , 58
Chandigarh,Chandigarh,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Chandigarh,Chandigarh,Shallot (pearl onion),Kg / Pcs, 31, 36 , 39,37 , 51
Chandigarh,Chandigarh,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Chandigarh,Chandigarh,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Chandigarh,Chandigarh,Spinach,Kg / Pcs, 15, 17 , 19,18 , 25
Chandigarh,Chandigarh,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Chandigarh,Chandigarh,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Ambikapur,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Chhattisgarh,Ambikapur,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Chhattisgarh,Ambikapur,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Ambikapur,Baby corn,Kg / Pcs, 62, 71 , 79,74 , 102
Chhattisgarh,Ambikapur,Banana flower,Kg / Pcs, 18, 21 , 23,22 , 30
Chhattisgarh,Ambikapur,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Ambikapur,Bell Pepper (Capsicum),Kg / Pcs, 43, 49 , 55,52 , 71
Chhattisgarh,Ambikapur,Bitter gourd,Kg / Pcs, 34, 39 , 43,41 , 56
Chhattisgarh,Ambikapur,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Chhattisgarh,Ambikapur,Butter beans,Kg / Pcs, 44, 51 , 56,53 , 73
Chhattisgarh,Ambikapur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 48, 55 , 61,58 , 79
Chhattisgarh,Ambikapur,Cabbage,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Ambikapur,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Chhattisgarh,Ambikapur,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Ambikapur,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Chhattisgarh,Ambikapur,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Chhattisgarh,Ambikapur,Colocasia leaves (Taro leaves),Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Ambikapur,Colocasia roots (Taro roots),Kg / Pcs, 25, 29 , 32,30 , 41
Chhattisgarh,Ambikapur,Coriander leaves (Cilantro),Kg / Pcs, 11, 13 , 14,13 , 18
Chhattisgarh,Ambikapur,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Ambikapur,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Ambikapur,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Chhattisgarh,Ambikapur,Dill leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Chhattisgarh,Ambikapur,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Ambikapur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Ambikapur,Brinjal ( Big ),Kg / Pcs, 22, 25 , 28,26 , 36
Chhattisgarh,Ambikapur,Elephant Yam,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Ambikapur,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Chhattisgarh,Ambikapur,French Beans (Green beans),Kg / Pcs, 62, 71 , 79,74 , 102
Chhattisgarh,Ambikapur,Garlic,Kg / Pcs, 136, 156 , 173,163 , 224
Chhattisgarh,Ambikapur,Ginger,Kg / Pcs, 105, 121 , 133,126 , 173
Chhattisgarh,Ambikapur,Green chili,Kg / Pcs, 47, 54 , 60,56 , 78
Chhattisgarh,Ambikapur,Green onion (Scallian or Spring onion),Kg / Pcs, 46, 53 , 58,55 , 76
Chhattisgarh,Ambikapur,Green peas,Kg / Pcs, 83, 95 , 105,100 , 137
Chhattisgarh,Ambikapur,Ivy gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Chhattisgarh,Ambikapur,Lemon (Lime),Kg / Pcs, 68, 78 , 86,82 , 112
Chhattisgarh,Ambikapur,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Chhattisgarh,Ambikapur,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Chhattisgarh,Ambikapur,Mushroom,Kg / Pcs, 89, 102 , 113,107 , 147
Chhattisgarh,Ambikapur,Mustard leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Chhattisgarh,Ambikapur,Okra (Ladies finger),Kg / Pcs, 42, 48 , 53,50 , 69
Chhattisgarh,Ambikapur,Onion Big,Kg / Pcs, 60, 69 , 76,72 , 99
Chhattisgarh,Ambikapur,Onion Small,Kg / Pcs, 127, 146 , 161,152 , 210
Chhattisgarh,Ambikapur,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Chhattisgarh,Ambikapur,Potato,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Ambikapur,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Ambikapur,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Ambikapur,Ridge gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Ambikapur,Shallot (pearl onion),Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Ambikapur,Snake gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Chhattisgarh,Ambikapur,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Ambikapur,Spinach,Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Ambikapur,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Chhattisgarh,Ambikapur,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baikunthpur,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Chhattisgarh,Baikunthpur,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Chhattisgarh,Baikunthpur,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Chhattisgarh,Baikunthpur,Baby corn,Kg / Pcs, 57, 66 , 72,68 , 94
Chhattisgarh,Baikunthpur,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Chhattisgarh,Baikunthpur,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Baikunthpur,Bell Pepper (Capsicum),Kg / Pcs, 46, 53 , 58,55 , 76
Chhattisgarh,Baikunthpur,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Chhattisgarh,Baikunthpur,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Baikunthpur,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Chhattisgarh,Baikunthpur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Chhattisgarh,Baikunthpur,Cabbage,Kg / Pcs, 18, 21 , 23,22 , 30
Chhattisgarh,Baikunthpur,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baikunthpur,Cauliflower,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baikunthpur,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Chhattisgarh,Baikunthpur,Coconut (fresh),Kg / Pcs, 32, 37 , 41,38 , 53
Chhattisgarh,Baikunthpur,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Baikunthpur,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Chhattisgarh,Baikunthpur,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Chhattisgarh,Baikunthpur,Corn,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Baikunthpur,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Baikunthpur,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baikunthpur,Dill leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Chhattisgarh,Baikunthpur,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Baikunthpur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Baikunthpur,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Baikunthpur,Elephant Yam,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baikunthpur,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Chhattisgarh,Baikunthpur,French Beans (Green beans),Kg / Pcs, 50, 58 , 64,60 , 83
Chhattisgarh,Baikunthpur,Garlic,Kg / Pcs, 154, 177 , 196,185 , 254
Chhattisgarh,Baikunthpur,Ginger,Kg / Pcs, 104, 120 , 132,125 , 172
Chhattisgarh,Baikunthpur,Green chili,Kg / Pcs, 50, 58 , 64,60 , 83
Chhattisgarh,Baikunthpur,Green onion (Scallian or Spring onion),Kg / Pcs, 46, 53 , 58,55 , 76
Chhattisgarh,Baikunthpur,Green peas,Kg / Pcs, 82, 94 , 104,98 , 135
Chhattisgarh,Baikunthpur,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baikunthpur,Lemon (Lime),Kg / Pcs, 64, 74 , 81,77 , 106
Chhattisgarh,Baikunthpur,Mango,Kg / Pcs, 74, 85 , 94,89 , 122
Chhattisgarh,Baikunthpur,Mint leaves,Kg / Pcs, 6, 7 , 8,7 , 10
Chhattisgarh,Baikunthpur,Mushroom,Kg / Pcs, 74, 85 , 94,89 , 122
Chhattisgarh,Baikunthpur,Mustard leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Baikunthpur,Okra (Ladies finger),Kg / Pcs, 39, 45 , 50,47 , 64
Chhattisgarh,Baikunthpur,Onion Big,Kg / Pcs, 63, 72 , 80,76 , 104
Chhattisgarh,Baikunthpur,Onion Small,Kg / Pcs, 122, 140 , 155,146 , 201
Chhattisgarh,Baikunthpur,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Chhattisgarh,Baikunthpur,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Chhattisgarh,Baikunthpur,Pumpkin,Kg / Pcs, 19, 22 , 24,23 , 31
Chhattisgarh,Baikunthpur,Radish (Daikon),Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Baikunthpur,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baikunthpur,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Chhattisgarh,Baikunthpur,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Baikunthpur,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Chhattisgarh,Baikunthpur,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Chhattisgarh,Baikunthpur,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Chhattisgarh,Baikunthpur,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Chhattisgarh,Balod,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Chhattisgarh,Balod,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Chhattisgarh,Balod,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Chhattisgarh,Balod,Baby corn,Kg / Pcs, 60, 69 , 76,72 , 99
Chhattisgarh,Balod,Banana flower,Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Balod,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Chhattisgarh,Balod,Bell Pepper (Capsicum),Kg / Pcs, 40, 46 , 51,48 , 66
Chhattisgarh,Balod,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Chhattisgarh,Balod,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Chhattisgarh,Balod,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Chhattisgarh,Balod,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 49, 56 , 62,59 , 81
Chhattisgarh,Balod,Cabbage,Kg / Pcs, 18, 21 , 23,22 , 30
Chhattisgarh,Balod,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Chhattisgarh,Balod,Cauliflower,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Balod,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Chhattisgarh,Balod,Coconut (fresh),Kg / Pcs, 33, 38 , 42,40 , 54
Chhattisgarh,Balod,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Balod,Colocasia roots (Taro roots),Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Balod,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Chhattisgarh,Balod,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Chhattisgarh,Balod,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Balod,Curry leaves,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Balod,Dill leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Chhattisgarh,Balod,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Balod,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Balod,Brinjal ( Big ),Kg / Pcs, 20, 23 , 25,24 , 33
Chhattisgarh,Balod,Elephant Yam,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Balod,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Balod,French Beans (Green beans),Kg / Pcs, 53, 61 , 67,64 , 87
Chhattisgarh,Balod,Garlic,Kg / Pcs, 143, 164 , 182,172 , 236
Chhattisgarh,Balod,Ginger,Kg / Pcs, 94, 108 , 119,113 , 155
Chhattisgarh,Balod,Green chili,Kg / Pcs, 45, 52 , 57,54 , 74
Chhattisgarh,Balod,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Chhattisgarh,Balod,Green peas,Kg / Pcs, 80, 92 , 102,96 , 132
Chhattisgarh,Balod,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Balod,Lemon (Lime),Kg / Pcs, 60, 69 , 76,72 , 99
Chhattisgarh,Balod,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Chhattisgarh,Balod,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Chhattisgarh,Balod,Mushroom,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Balod,Mustard leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Balod,Okra (Ladies finger),Kg / Pcs, 36, 41 , 46,43 , 59
Chhattisgarh,Balod,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Chhattisgarh,Balod,Onion Small,Kg / Pcs, 121, 139 , 154,145 , 200
Chhattisgarh,Balod,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Chhattisgarh,Balod,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Chhattisgarh,Balod,Pumpkin,Kg / Pcs, 20, 23 , 25,24 , 33
Chhattisgarh,Balod,Radish (Daikon),Kg / Pcs, 35, 40 , 44,42 , 58
Chhattisgarh,Balod,Ridge gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Chhattisgarh,Balod,Shallot (pearl onion),Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Balod,Snake gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Chhattisgarh,Balod,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Balod,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Balod,Sweet potato,Kg / Pcs, 38, 44 , 48,46 , 63
Chhattisgarh,Balod,Tomato,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baloda Bazar,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Chhattisgarh,Baloda Bazar,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Chhattisgarh,Baloda Bazar,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Baloda Bazar,Baby corn,Kg / Pcs, 65, 75 , 83,78 , 107
Chhattisgarh,Baloda Bazar,Banana flower,Kg / Pcs, 15, 17 , 19,18 , 25
Chhattisgarh,Baloda Bazar,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Baloda Bazar,Bell Pepper (Capsicum),Kg / Pcs, 44, 51 , 56,53 , 73
Chhattisgarh,Baloda Bazar,Bitter gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baloda Bazar,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Baloda Bazar,Butter beans,Kg / Pcs, 47, 54 , 60,56 , 78
Chhattisgarh,Baloda Bazar,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Chhattisgarh,Baloda Bazar,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Chhattisgarh,Baloda Bazar,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Chhattisgarh,Baloda Bazar,Cauliflower,Kg / Pcs, 26, 30 , 33,31 , 43
Chhattisgarh,Baloda Bazar,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Chhattisgarh,Baloda Bazar,Coconut (fresh),Kg / Pcs, 33, 38 , 42,40 , 54
Chhattisgarh,Baloda Bazar,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Baloda Bazar,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Chhattisgarh,Baloda Bazar,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Baloda Bazar,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Baloda Bazar,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baloda Bazar,Curry leaves,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baloda Bazar,Dill leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Chhattisgarh,Baloda Bazar,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Baloda Bazar,Eggplant (Brinjal or Aubergine),Kg / Pcs, 22, 25 , 28,26 , 36
Chhattisgarh,Baloda Bazar,Brinjal ( Big ),Kg / Pcs, 21, 24 , 27,25 , 35
Chhattisgarh,Baloda Bazar,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baloda Bazar,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Chhattisgarh,Baloda Bazar,French Beans (Green beans),Kg / Pcs, 52, 60 , 66,62 , 86
Chhattisgarh,Baloda Bazar,Garlic,Kg / Pcs, 136, 156 , 173,163 , 224
Chhattisgarh,Baloda Bazar,Ginger,Kg / Pcs, 102, 117 , 130,122 , 168
Chhattisgarh,Baloda Bazar,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Chhattisgarh,Baloda Bazar,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Chhattisgarh,Baloda Bazar,Green peas,Kg / Pcs, 81, 93 , 103,97 , 134
Chhattisgarh,Baloda Bazar,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baloda Bazar,Lemon (Lime),Kg / Pcs, 62, 71 , 79,74 , 102
Chhattisgarh,Baloda Bazar,Mango,Kg / Pcs, 76, 87 , 97,91 , 125
Chhattisgarh,Baloda Bazar,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Chhattisgarh,Baloda Bazar,Mushroom,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Baloda Bazar,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Chhattisgarh,Baloda Bazar,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Chhattisgarh,Baloda Bazar,Onion Big,Kg / Pcs, 60, 69 , 76,72 , 99
Chhattisgarh,Baloda Bazar,Onion Small,Kg / Pcs, 123, 141 , 156,148 , 203
Chhattisgarh,Baloda Bazar,Plantain (raw banana),Kg / Pcs, 9, 10 , 11,11 , 15
Chhattisgarh,Baloda Bazar,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Chhattisgarh,Baloda Bazar,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Chhattisgarh,Baloda Bazar,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Chhattisgarh,Baloda Bazar,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Chhattisgarh,Baloda Bazar,Shallot (pearl onion),Kg / Pcs, 32, 37 , 41,38 , 53
Chhattisgarh,Baloda Bazar,Snake gourd,Kg / Pcs, 23, 26 , 29,28 , 38
Chhattisgarh,Baloda Bazar,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Chhattisgarh,Baloda Bazar,Spinach,Kg / Pcs, 15, 17 , 19,18 , 25
Chhattisgarh,Baloda Bazar,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Chhattisgarh,Baloda Bazar,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Chhattisgarh,Balrampur,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Chhattisgarh,Balrampur,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Chhattisgarh,Balrampur,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
