State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Odisha,Phulbani,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Odisha,Phulbani,Snake gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Phulbani,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Odisha,Phulbani,Spinach,Kg / Pcs, 16, 18 , 20,19 , 26
Odisha,Phulbani,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Odisha,Phulbani,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Puri,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,Amla,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Puri,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Odisha,Puri,Baby corn,Kg / Pcs, 66, 76 , 84,79 , 109
Odisha,Puri,Banana flower,Kg / Pcs, 19, 22 , 24,23 , 31
Odisha,Puri,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Puri,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Odisha,Puri,Bitter gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Puri,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Puri,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Odisha,Puri,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 48, 55 , 61,58 , 79
Odisha,Puri,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Odisha,Puri,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Puri,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Odisha,Puri,Cluster beans,Kg / Pcs, 44, 51 , 56,53 , 73
Odisha,Puri,Coconut (fresh),Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Puri,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,Colocasia roots (Taro roots),Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Puri,Coriander leaves (Cilantro),Kg / Pcs, 8, 9 , 10,10 , 13
Odisha,Puri,Corn,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Puri,Cucumber,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Puri,Curry leaves,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Puri,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Puri,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Odisha,Puri,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Puri,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Puri,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,French Beans (Green beans),Kg / Pcs, 52, 60 , 66,62 , 86
Odisha,Puri,Garlic,Kg / Pcs, 145, 167 , 184,174 , 239
Odisha,Puri,Ginger,Kg / Pcs, 97, 112 , 123,116 , 160
Odisha,Puri,Green chili,Kg / Pcs, 49, 56 , 62,59 , 81
Odisha,Puri,Green onion (Scallian or Spring onion),Kg / Pcs, 42, 48 , 53,50 , 69
Odisha,Puri,Green peas,Kg / Pcs, 81, 93 , 103,97 , 134
Odisha,Puri,Ivy gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Puri,Lemon (Lime),Kg / Pcs, 61, 70 , 77,73 , 101
Odisha,Puri,Mango,Kg / Pcs, 71, 82 , 90,85 , 117
Odisha,Puri,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Odisha,Puri,Mushroom,Kg / Pcs, 82, 94 , 104,98 , 135
Odisha,Puri,Mustard leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Odisha,Puri,Onion Big,Kg / Pcs, 62, 71 , 79,74 , 102
Odisha,Puri,Onion Small,Kg / Pcs, 140, 161 , 178,168 , 231
Odisha,Puri,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Odisha,Puri,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Puri,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Puri,Radish (Daikon),Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Puri,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Puri,Shallot (pearl onion),Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Puri,Snake gourd,Kg / Pcs, 23, 26 , 29,28 , 38
Odisha,Puri,Sorrel leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Puri,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Puri,Sweet potato,Kg / Pcs, 38, 44 , 48,46 , 63
Odisha,Puri,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Rayagada,Amaranth leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Odisha,Rayagada,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Odisha,Rayagada,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Odisha,Rayagada,Baby corn,Kg / Pcs, 57, 66 , 72,68 , 94
Odisha,Rayagada,Banana flower,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Rayagada,Beetroot,Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Rayagada,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Odisha,Rayagada,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Odisha,Rayagada,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Rayagada,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Odisha,Rayagada,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Odisha,Rayagada,Cabbage,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Rayagada,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Rayagada,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Odisha,Rayagada,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Odisha,Rayagada,Coconut (fresh),Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Rayagada,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Odisha,Rayagada,Colocasia roots (Taro roots),Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Rayagada,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Rayagada,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Rayagada,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Rayagada,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Rayagada,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Rayagada,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Rayagada,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Odisha,Rayagada,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Rayagada,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Odisha,Rayagada,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Rayagada,French Beans (Green beans),Kg / Pcs, 52, 60 , 66,62 , 86
Odisha,Rayagada,Garlic,Kg / Pcs, 155, 178 , 197,186 , 256
Odisha,Rayagada,Ginger,Kg / Pcs, 91, 105 , 116,109 , 150
Odisha,Rayagada,Green chili,Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Rayagada,Green onion (Scallian or Spring onion),Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Rayagada,Green peas,Kg / Pcs, 78, 90 , 99,94 , 129
Odisha,Rayagada,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Rayagada,Lemon (Lime),Kg / Pcs, 66, 76 , 84,79 , 109
Odisha,Rayagada,Mango,Kg / Pcs, 74, 85 , 94,89 , 122
Odisha,Rayagada,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Odisha,Rayagada,Mushroom,Kg / Pcs, 74, 85 , 94,89 , 122
Odisha,Rayagada,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Odisha,Rayagada,Okra (Ladies finger),Kg / Pcs, 41, 47 , 52,49 , 68
Odisha,Rayagada,Onion Big,Kg / Pcs, 65, 75 , 83,78 , 107
Odisha,Rayagada,Onion Small,Kg / Pcs, 136, 156 , 173,163 , 224
Odisha,Rayagada,Plantain (raw banana),Kg / Pcs, 9, 10 , 11,11 , 15
Odisha,Rayagada,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Rayagada,Pumpkin,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Rayagada,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Rayagada,Ridge gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Rayagada,Shallot (pearl onion),Kg / Pcs, 36, 41 , 46,43 , 59
Odisha,Rayagada,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Rayagada,Sorrel leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Odisha,Rayagada,Spinach,Kg / Pcs, 13, 15 , 17,16 , 21
Odisha,Rayagada,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Odisha,Rayagada,Tomato,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Sambalpur,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Odisha,Sambalpur,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Odisha,Sambalpur,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Odisha,Sambalpur,Baby corn,Kg / Pcs, 59, 68 , 75,71 , 97
Odisha,Sambalpur,Banana flower,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Sambalpur,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Sambalpur,Bell Pepper (Capsicum),Kg / Pcs, 48, 55 , 61,58 , 79
Odisha,Sambalpur,Bitter gourd,Kg / Pcs, 36, 41 , 46,43 , 59
Odisha,Sambalpur,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Sambalpur,Butter beans,Kg / Pcs, 48, 55 , 61,58 , 79
Odisha,Sambalpur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Odisha,Sambalpur,Cabbage,Kg / Pcs, 21, 24 , 27,25 , 35
Odisha,Sambalpur,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Sambalpur,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Odisha,Sambalpur,Cluster beans,Kg / Pcs, 44, 51 , 56,53 , 73
Odisha,Sambalpur,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Sambalpur,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Odisha,Sambalpur,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Sambalpur,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Sambalpur,Corn,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Sambalpur,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Sambalpur,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Sambalpur,Dill leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Odisha,Sambalpur,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Sambalpur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Sambalpur,Brinjal ( Big ),Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Sambalpur,Elephant Yam,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Sambalpur,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Sambalpur,French Beans (Green beans),Kg / Pcs, 51, 59 , 65,61 , 84
Odisha,Sambalpur,Garlic,Kg / Pcs, 132, 152 , 168,158 , 218
Odisha,Sambalpur,Ginger,Kg / Pcs, 105, 121 , 133,126 , 173
Odisha,Sambalpur,Green chili,Kg / Pcs, 49, 56 , 62,59 , 81
Odisha,Sambalpur,Green onion (Scallian or Spring onion),Kg / Pcs, 43, 49 , 55,52 , 71
Odisha,Sambalpur,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Odisha,Sambalpur,Ivy gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Sambalpur,Lemon (Lime),Kg / Pcs, 64, 74 , 81,77 , 106
Odisha,Sambalpur,Mango,Kg / Pcs, 78, 90 , 99,94 , 129
Odisha,Sambalpur,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Odisha,Sambalpur,Mushroom,Kg / Pcs, 95, 109 , 121,114 , 157
Odisha,Sambalpur,Mustard leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Odisha,Sambalpur,Okra (Ladies finger),Kg / Pcs, 38, 44 , 48,46 , 63
Odisha,Sambalpur,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Odisha,Sambalpur,Onion Small,Kg / Pcs, 129, 148 , 164,155 , 213
Odisha,Sambalpur,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Odisha,Sambalpur,Potato,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Sambalpur,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Odisha,Sambalpur,Radish (Daikon),Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Sambalpur,Ridge gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Sambalpur,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Sambalpur,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Sambalpur,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Sambalpur,Spinach,Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Sambalpur,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Odisha,Sambalpur,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Subarnapur,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Subarnapur,Amla,Kg / Pcs, 95, 109 , 121,114 , 157
Odisha,Subarnapur,Ash gourd,Kg / Pcs, 19, 22 , 24,23 , 31
Odisha,Subarnapur,Baby corn,Kg / Pcs, 58, 67 , 74,70 , 96
Odisha,Subarnapur,Banana flower,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Subarnapur,Beetroot,Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Subarnapur,Bell Pepper (Capsicum),Kg / Pcs, 42, 48 , 53,50 , 69
Odisha,Subarnapur,Bitter gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Subarnapur,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Subarnapur,Butter beans,Kg / Pcs, 48, 55 , 61,58 , 79
Odisha,Subarnapur,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 51, 59 , 65,61 , 84
Odisha,Subarnapur,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Subarnapur,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Subarnapur,Cauliflower,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Subarnapur,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Subarnapur,Coconut (fresh),Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Subarnapur,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Odisha,Subarnapur,Colocasia roots (Taro roots),Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Subarnapur,Coriander leaves (Cilantro),Kg / Pcs, 8, 9 , 10,10 , 13
Odisha,Subarnapur,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Subarnapur,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Subarnapur,Curry leaves,Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Subarnapur,Dill leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Odisha,Subarnapur,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Subarnapur,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Subarnapur,Brinjal ( Big ),Kg / Pcs, 21, 24 , 27,25 , 35
Odisha,Subarnapur,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Odisha,Subarnapur,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Subarnapur,French Beans (Green beans),Kg / Pcs, 58, 67 , 74,70 , 96
Odisha,Subarnapur,Garlic,Kg / Pcs, 148, 170 , 188,178 , 244
Odisha,Subarnapur,Ginger,Kg / Pcs, 106, 122 , 135,127 , 175
Odisha,Subarnapur,Green chili,Kg / Pcs, 48, 55 , 61,58 , 79
Odisha,Subarnapur,Green onion (Scallian or Spring onion),Kg / Pcs, 39, 45 , 50,47 , 64
Odisha,Subarnapur,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Odisha,Subarnapur,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Subarnapur,Lemon (Lime),Kg / Pcs, 70, 81 , 89,84 , 116
Odisha,Subarnapur,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
Odisha,Subarnapur,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Odisha,Subarnapur,Mushroom,Kg / Pcs, 78, 90 , 99,94 , 129
Odisha,Subarnapur,Mustard leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Subarnapur,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Odisha,Subarnapur,Onion Big,Kg / Pcs, 60, 69 , 76,72 , 99
Odisha,Subarnapur,Onion Small,Kg / Pcs, 124, 143 , 157,149 , 205
Odisha,Subarnapur,Plantain (raw banana),Kg / Pcs, 6, 7 , 8,7 , 10
Odisha,Subarnapur,Potato,Kg / Pcs, 35, 40 , 44,42 , 58
Odisha,Subarnapur,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Subarnapur,Radish (Daikon),Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Subarnapur,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Subarnapur,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Odisha,Subarnapur,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Subarnapur,Sorrel leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Subarnapur,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Subarnapur,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Odisha,Subarnapur,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Sundargarh,Amaranth leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Sundargarh,Amla,Kg / Pcs, 80, 92 , 102,96 , 132
Odisha,Sundargarh,Ash gourd,Kg / Pcs, 19, 22 , 24,23 , 31
Odisha,Sundargarh,Baby corn,Kg / Pcs, 65, 75 , 83,78 , 107
Odisha,Sundargarh,Banana flower,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Sundargarh,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Sundargarh,Bell Pepper (Capsicum),Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Sundargarh,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Odisha,Sundargarh,Bottlegourd,Kg / Pcs, 23, 26 , 29,28 , 38
Odisha,Sundargarh,Butter beans,Kg / Pcs, 47, 54 , 60,56 , 78
Odisha,Sundargarh,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 46, 53 , 58,55 , 76
Odisha,Sundargarh,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Odisha,Sundargarh,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Sundargarh,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Sundargarh,Cluster beans,Kg / Pcs, 42, 48 , 53,50 , 69
Odisha,Sundargarh,Coconut (fresh),Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Sundargarh,Colocasia leaves (Taro leaves),Kg / Pcs, 18, 21 , 23,22 , 30
Odisha,Sundargarh,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Odisha,Sundargarh,Coriander leaves (Cilantro),Kg / Pcs, 10, 12 , 13,12 , 17
Odisha,Sundargarh,Corn,Kg / Pcs, 29, 33 , 37,35 , 48
Odisha,Sundargarh,Cucumber,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Sundargarh,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Sundargarh,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Odisha,Sundargarh,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Odisha,Sundargarh,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Sundargarh,Brinjal ( Big ),Kg / Pcs, 21, 24 , 27,25 , 35
Odisha,Sundargarh,Elephant Yam,Kg / Pcs, 25, 29 , 32,30 , 41
Odisha,Sundargarh,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Sundargarh,French Beans (Green beans),Kg / Pcs, 59, 68 , 75,71 , 97
Odisha,Sundargarh,Garlic,Kg / Pcs, 149, 171 , 189,179 , 246
Odisha,Sundargarh,Ginger,Kg / Pcs, 102, 117 , 130,122 , 168
Odisha,Sundargarh,Green chili,Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Sundargarh,Green onion (Scallian or Spring onion),Kg / Pcs, 45, 52 , 57,54 , 74
Odisha,Sundargarh,Green peas,Kg / Pcs, 85, 98 , 108,102 , 140
Odisha,Sundargarh,Ivy gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Odisha,Sundargarh,Lemon (Lime),Kg / Pcs, 61, 70 , 77,73 , 101
Odisha,Sundargarh,Mango,Kg / Pcs, 76, 87 , 97,91 , 125
Odisha,Sundargarh,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Odisha,Sundargarh,Mushroom,Kg / Pcs, 78, 90 , 99,94 , 129
Odisha,Sundargarh,Mustard leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Sundargarh,Okra (Ladies finger),Kg / Pcs, 36, 41 , 46,43 , 59
Odisha,Sundargarh,Onion Big,Kg / Pcs, 64, 74 , 81,77 , 106
Odisha,Sundargarh,Onion Small,Kg / Pcs, 126, 145 , 160,151 , 208
Odisha,Sundargarh,Plantain (raw banana),Kg / Pcs, 6, 7 , 8,7 , 10
Odisha,Sundargarh,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Odisha,Sundargarh,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Odisha,Sundargarh,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Odisha,Sundargarh,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Odisha,Sundargarh,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Odisha,Sundargarh,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Odisha,Sundargarh,Sorrel leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Odisha,Sundargarh,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Odisha,Sundargarh,Sweet potato,Kg / Pcs, 37, 43 , 47,44 , 61
Odisha,Sundargarh,Tomato,Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Karaikal,Amaranth leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Puducherry,Karaikal,Amla,Kg / Pcs, 90, 104 , 114,108 , 149
Puducherry,Karaikal,Ash gourd,Kg / Pcs, 20, 23 , 25,24 , 33
Puducherry,Karaikal,Baby corn,Kg / Pcs, 62, 71 , 79,74 , 102
Puducherry,Karaikal,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Puducherry,Karaikal,Beetroot,Kg / Pcs, 31, 36 , 39,37 , 51
Puducherry,Karaikal,Bell Pepper (Capsicum),Kg / Pcs, 46, 53 , 58,55 , 76
Puducherry,Karaikal,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Karaikal,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Karaikal,Butter beans,Kg / Pcs, 48, 55 , 61,58 , 79
Puducherry,Karaikal,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 47, 54 , 60,56 , 78
Puducherry,Karaikal,Cabbage,Kg / Pcs, 17, 20 , 22,20 , 28
Puducherry,Karaikal,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Karaikal,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Karaikal,Cluster beans,Kg / Pcs, 40, 46 , 51,48 , 66
Puducherry,Karaikal,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Puducherry,Karaikal,Colocasia leaves (Taro leaves),Kg / Pcs, 15, 17 , 19,18 , 25
Puducherry,Karaikal,Colocasia roots (Taro roots),Kg / Pcs, 28, 32 , 36,34 , 46
Puducherry,Karaikal,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Karaikal,Corn,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Karaikal,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Karaikal,Curry leaves,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Karaikal,Dill leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Puducherry,Karaikal,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Puducherry,Karaikal,Eggplant (Brinjal or Aubergine),Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Karaikal,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Puducherry,Karaikal,Elephant Yam,Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Karaikal,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Puducherry,Karaikal,French Beans (Green beans),Kg / Pcs, 52, 60 , 66,62 , 86
Puducherry,Karaikal,Garlic,Kg / Pcs, 146, 168 , 185,175 , 241
Puducherry,Karaikal,Ginger,Kg / Pcs, 93, 107 , 118,112 , 153
Puducherry,Karaikal,Green chili,Kg / Pcs, 41, 47 , 52,49 , 68
Puducherry,Karaikal,Green onion (Scallian or Spring onion),Kg / Pcs, 42, 48 , 53,50 , 69
Puducherry,Karaikal,Green peas,Kg / Pcs, 80, 92 , 102,96 , 132
Puducherry,Karaikal,Ivy gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Karaikal,Lemon (Lime),Kg / Pcs, 65, 75 , 83,78 , 107
Puducherry,Karaikal,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
